Title,Location,Time of work,Type of agreement,Salary,Article url
,Kraków", Grzegórzki,Niepełny etat,Umowa o pracę,od 14 zł do 18 zł /mies. brutto,
Praca na stanowisku zmywak,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 2 500 zł do 3 200 zł /mies. brutto,https://www.olx.pl/oferta/praca-na-stanowisku-zmywak-CID4-IDAq9EO.html#5f24dc52c8
Szef kuchni/ Kucharz - Bonarka - Kraków,Kraków", Podgórze Duchackie,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/szef-kuchni-kucharz-bonarka-krakow-CID4-IDCOq0F.html#5f24dc52c8
Pizzera z doświadczeniem lub do przyuczenia 20zł/h na rękę,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pizzera-z-doswiadczeniem-lub-do-przyuczenia-20zl-h-na-reke-CID4-IDD1xUZ.html#5f24dc52c8;promoted
Szef Kuchni,Kraków", Nowa Huta,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/szef-kuchni-CID4-IDCTHeo.html#5f24dc52c8;promoted
Zmywak Restauracja w galerii Bronowice,Kraków", Bronowice,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zmywak-restauracja-w-galerii-bronowice-CID4-IDvoWSO.html#5f24dc52c8;promoted
Pomoc kuchenną zatrudnimy na stałe Restauracja w Galerii,Kraków", Bronowice,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-zatrudnimy-na-stale-restauracja-w-galerii-CID4-IDAnhlK.html#5f24dc52c8;promoted
poszukujemy barmana/BARMANKI z doświadczeniem,Kraków", Krowodrza,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/poszukujemy-barmana-barmanki-z-doswiadczeniem-CID4-IDxURyo.html#5f24dc52c8
Restauracja Sphinx zatrudni pomoc kucharzy", pracowników kuchni,Kraków", Łagiewniki-Borek Fałęcki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-sphinx-zatrudni-pomoc-kucharzy-pracownikow-kuchni-CID4-IDuvOeh.html#5f24dc52c8;promoted
Kucharz/pomoc kuchenna - catering dietetyczny wegański,Kraków", Bronowice,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-pomoc-kuchenna-catering-dietetyczny-weganski-CID4-IDCLi80.html#5f24dc52c8;promoted
Pomoc kuchenna 40+,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-40-CID4-IDD1rfM.html#5f24dc52c8
Qubus Hotel Kraków zatrudni Pomoc Kuchenną!,Kraków", Podgórze,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/qubus-hotel-krakow-zatrudni-pomoc-kuchenna-CID4-IDCFcND.html#5f24dc52c8
Qubus Hotel Kraków zatrudni Kucharza!,Kraków", Podgórze,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/qubus-hotel-krakow-zatrudni-kucharza-CID4-IDx6RSc.html#5f24dc52c8
zatrudnimy kelnera/kelnerkę,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnimy-kelnera-kelnerke-CID4-IDCpV1u.html#5f24dc52c8
Młodszy kucharz/pomocnik kucharza,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/mlodszy-kucharz-pomocnik-kucharza-CID4-IDA9e7J.html#5f24dc52c8
Zatrudnie pomoc kucharza/ młodszy kucharz do Restauracji,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zatrudnie-pomoc-kucharza-mlodszy-kucharz-do-restauracji-CID4-IDBABJF.html#5f24dc52c8
Zatrudnię kelnera/ kelnerkę,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,od 5 000 zł do 6 000 zł /mies. brutto,https://www.olx.pl/oferta/zatrudnie-kelnera-kelnerke-CID4-IDD1bVk.html#5f24dc52c8
Zatrudnię kucharza grillowego do restauracji,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,od 5 000 zł do 6 000 zł /mies. brutto,https://www.olx.pl/oferta/zatrudnie-kucharza-grillowego-do-restauracji-CID4-IDD1bI6.html#5f24dc52c8
Moment Resto Bar zatrudni kelnerów i kelnerki,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/moment-resto-bar-zatrudni-kelnerow-i-kelnerki-CID4-IDCFwtR.html#5f24dc52c8
Barna miasteczku studenckim AGH zatrudni kelnerki kelnerów na weekendy,Kraków", Podgórze,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/barna-miasteczku-studenckim-agh-zatrudni-kelnerki-kelnerow-na-weekendy-CID4-IDD0Rb2.html#5f24dc52c8
Trattoria Cyklop zatrudni kierowcę na skuter,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/trattoria-cyklop-zatrudni-kierowce-na-skuter-CID4-IDD0MVF.html#5f24dc52c8
restauracja zatrudni dostawce pizzy oraz obiadów,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,2 250 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-zatrudni-dostawce-pizzy-oraz-obiadow-CID4-IDD0GBl.html#5f24dc52c8;promoted
Barmani", Barmanki...,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/barmani-barmanki-CID4-IDCR6c7.html#5f24dc52c8
Kucharz Kazimierz- Kuchnia Domowa,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-kazimierz-kuchnia-domowa-CID4-IDCostW.html#5f24dc52c8
Pomoc Kuchenna", obieranie warzyw,Kraków", Stare Miasto,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchenna-obieranie-warzyw-CID4-IDA1bQK.html#5f24dc52c8
Restauracja w centrum Krakowa zatrudni pomoc kuchenną/młodszego kucha,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-w-centrum-krakowa-zatrudni-pomoc-kuchenna-mlodszego-kucha-CID4-IDD0n0G.html#5f24dc52c8
Praca na kuchni Pizzeria Winchester,Kraków", Prądnik Czerwony,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-na-kuchni-pizzeria-winchester-CID4-IDBoAR0.html#5f24dc52c8
Pracownik Restauracji McDonald`s Bronowice koło Makro,Kraków", Bronowice,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pracownik-restauracji-mcdonalds-bronowice-kolo-makro-CID4-IDD06Gt.html#5f24dc52c8
Restauracja Wloska / ul. Sukiennicza 8 zatrudni kucharza zmianowego,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 2 500 zł do 5 000 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-wloska-ul-sukiennicza-8-zatrudni-kucharza-zmianowego-CID4-IDA02vi.html#5f24dc52c8
Restauracja sushi zatrudni Sushimastera.,Kraków", Dębniki,Pełny etat,Umowa o pracę,od 2 000 zł do 5 000 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-sushi-zatrudni-sushimastera-CID4-IDBCtaW.html#5f24dc52c8
Trattoria Cichy Kącik zatrudni kucharza produkcyjnego,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/trattoria-cichy-kacik-zatrudni-kucharza-produkcyjnego-CID4-IDD01L2.html#5f24dc52c8
Szef Kuchni,Kraków", Dębniki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/szef-kuchni-CID4-IDCX1Ca.html#5f24dc52c8
Kelner/Kelnerka do nowej restauracji amerykanskiej przy Wawelu,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelner-kelnerka-do-nowej-restauracji-amerykanskiej-przy-wawelu-CID4-IDC24It.html#5f24dc52c8
Queen Boutique Hotel zatrudni kelnera lub kelnerkę śniadaniową,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/queen-boutique-hotel-zatrudni-kelnera-lub-kelnerke-sniadaniowa-CID4-IDCCp1I.html#5f24dc52c8
Restauracja Amarylis zatrudni osobę na zmywak/pomoc kuchenną,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-amarylis-zatrudni-osobe-na-zmywak-pomoc-kuchenna-CID4-IDCDi1l.html#5f24dc52c8
Dostawca pizzy Prokocim,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,od 14 zł do 16 zł /godz. brutto,https://www.olx.pl/oferta/dostawca-pizzy-prokocim-CID4-IDzntUl.html#5f24dc52c8
Kierownik Zmiany w North Fish,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 3 250 zł do 3 400 zł /mies. brutto,https://www.olx.pl/oferta/kierownik-zmiany-w-north-fish-CID4-IDCYkc8.html#5f24dc52c8
Zmywak", pomoc kuchenna", osoba do zmywania naczyń - Kaziemierz/Podgórze,Kraków", Podgórze,Pełny etat,Umowa o pracę,od 3 000 zł do 4 500 zł /mies. brutto,https://www.olx.pl/oferta/zmywak-pomoc-kuchenna-osoba-do-zmywania-naczyn-kaziemierz-podgorze-CID4-IDzn2VQ.html#5f24dc52c8
restauracja zatrudni kucharza,Kraków", Prądnik Biały,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-zatrudni-kucharza-CID4-IDCZuBS.html#5f24dc52c8
Kierownik Zmiany- menadżer w restauracji McDonald`s,Kraków", Bieńczyce,Pełny etat,Umowa o pracę,od 19 zł do 25 zł /godz. brutto,https://www.olx.pl/oferta/kierownik-zmiany-menadzer-w-restauracji-mcdonalds-CID4-IDCzSxz.html#5f24dc52c8
Kucharza z doświadczeniem 20-28zł/h na rękę,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharza-z-doswiadczeniem-20-28zl-h-na-reke-CID4-IDD2GOG.html#aec01974cd;promoted
Pizzera z doświadczeniem lub do przyuczenia 20zł/h na rękę,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pizzera-z-doswiadczeniem-lub-do-przyuczenia-20zl-h-na-reke-CID4-IDD1xUZ.html#aec01974cd;promoted
,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 17 zł do 21 zł /godz. brutto,
,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,
,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,
Mc Cafe - Kraków Tadeusza Śliwiaka,Kraków", Bieńczyce,Pełny etat,Umowa o pracę,od 16 zł do 19 zł /godz. brutto,https://www.olx.pl/oferta/mc-cafe-krakow-tadeusza-sliwiaka-CID4-IDCzS9J.html#aec01974cd
Pracownik zmiany nocnej McDonald’s Tadeusza Śliwiaka,Kraków", Bieńczyce,Pełny etat,Umowa o pracę,od 16 zł do 20 zł /godz. brutto,https://www.olx.pl/oferta/pracownik-zmiany-nocnej-mcdonalds-tadeusza-sliwiaka-CID4-IDCzSRn.html#aec01974cd
Zatrudnię kucharza,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 4 000 zł do 4 500 zł /mies. brutto,https://www.olx.pl/oferta/zatrudnie-kucharza-CID4-IDAyRMc.html#aec01974cd
Restauracja zatrudni Panią na zmywak,Kraków", Stare Miasto,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-zatrudni-pania-na-zmywak-CID4-IDzZZbX.html#aec01974cd
Praca w Handelek Sniadaniownia i Chleb", wino i deski,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 14 zł do 17 zł /godz. brutto,https://www.olx.pl/oferta/praca-w-handelek-sniadaniownia-i-chleb-wino-i-deski-CID4-IDA7knd.html#aec01974cd
Kucharz", młodszy kucharz,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 3 500 zł do 4 750 zł /mies. brutto,https://www.olx.pl/oferta/kucharz-mlodszy-kucharz-CID4-IDCZloz.html#aec01974cd
kelner / kelnerka,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelner-kelnerka-CID4-IDCVTP5.html#aec01974cd
Kelner śniadaniowy", kelner oraz pomoc kuchenna,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kelner-sniadaniowy-kelner-oraz-pomoc-kuchenna-CID4-IDCm5MF.html#aec01974cd
Praca dla studentów od 17 zł do 20 zł,Kraków", Stare Miasto,Dodatkowa / sezonowa,Umowa o pracę,od 17 zł do 20 zł /godz. brutto,https://www.olx.pl/oferta/praca-dla-studentow-od-17-zl-do-20-zl-CID4-IDCL8zc.html#aec01974cd
Szef Kuchni - Trener Kulinarny (Akademia Inspiracji MAKRO w Krakowie),Kraków", Prądnik Biały,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/szef-kuchni-trener-kulinarny-akademia-inspiracji-makro-w-krakowie-CID4-IDBZacC.html#aec01974cd
Restauracja zatrudni Kucharza,Kraków", Krowodrza,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-zatrudni-kucharza-CID4-IDAGJx6.html#aec01974cd
Deli Sandwich szuka osób z pozytywną energią,Kraków", Bieńczyce,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/deli-sandwich-szuka-osob-z-pozytywna-energia-CID4-IDCkCOB.html#aec01974cd
Osoba zmywająca // Moo Moo Steak,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,13 zł /godz. brutto,https://www.olx.pl/oferta/osoba-zmywajaca-moo-moo-steak-CID4-IDvGJRK.html#aec01974cd
młodszy kucharz,Kraków", Krowodrza,Pełny etat,Umowa o pracę,od 2 200 zł do 2 600 zł /mies. brutto,https://www.olx.pl/oferta/mlodszy-kucharz-CID4-IDtKyeD.html#aec01974cd
Pizzer - oryginalna", włoska pizza,Kraków", Podgórze Duchackie,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pizzer-oryginalna-wloska-pizza-CID4-IDvewLa.html#aec01974cd
Kucharkę / Kucharza,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharke-kucharza-CID4-IDCRgyy.html#aec01974cd
Lider Gościnności - McDonald's Kraków Tadeusza Śliwiaka,Kraków", Bieńczyce,Pełny etat,Umowa o pracę,od 17 zł do 20 zł /godz. brutto,https://www.olx.pl/oferta/lider-goscinnosci-mcdonalds-krakow-tadeusza-sliwiaka-CID4-IDCS2zS.html#aec01974cd
Barmanka Krakow Prokocim,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,od 3 000 zł do 4 500 zł /mies. brutto,https://www.olx.pl/oferta/barmanka-krakow-prokocim-CID4-IDtyWjB.html#aec01974cd
Restauracja w biurowcu zatrudni kelnerkę!,Kraków", Łagiewniki-Borek Fałęcki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-w-biurowcu-zatrudni-kelnerke-CID4-IDCYhyh.html#aec01974cd
Szukamy osób do pracy w kuchni,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 2 500 zł do 4 000 zł /mies. brutto,https://www.olx.pl/oferta/szukamy-osob-do-pracy-w-kuchni-CID4-IDCVITS.html#aec01974cd
Dziewczynę do mycia naczyń zatrudnimy,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 2 500 zł do 3 500 zł /mies. brutto,https://www.olx.pl/oferta/dziewczyne-do-mycia-naczyn-zatrudnimy-CID4-IDCVxRb.html#aec01974cd
Barman (K/M)", Vienna House Easy,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/barman-k-m-vienna-house-easy-CID4-IDA0baT.html#aec01974cd
Hotel Golden Tulip Kraków Kazimierz zatrudni KUCHARZA,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/hotel-golden-tulip-krakow-kazimierz-zatrudni-kucharza-CID4-IDCY9fe.html#aec01974cd
Holel Golden Tulip Kraków Kazimierz zatrudni KELNERA/KELNERKĘ,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/holel-golden-tulip-krakow-kazimierz-zatrudni-kelnera-kelnerke-CID4-IDCY96u.html#aec01974cd
Kucharz / Sushi Master,Kraków", Podgórze Duchackie,Pełny etat,Umowa o pracę,od 18 zł do 26 zł /godz. brutto,https://www.olx.pl/oferta/kucharz-sushi-master-CID4-IDASbzX.html#aec01974cd
Kierownika zmainy zatrudni restauracja,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 3 000 zł do 4 000 zł /mies. brutto,https://www.olx.pl/oferta/kierownika-zmainy-zatrudni-restauracja-CID4-IDCRM3t.html#aec01974cd
Kasyno zatrudni osobę do obsługi baru.,Kraków", Bronowice,Pełny etat,Umowa o pracę,od 3 200 zł do 3 800 zł /mies. brutto,https://www.olx.pl/oferta/kasyno-zatrudni-osobe-do-obslugi-baru-CID4-IDAS5hW.html#aec01974cd
BIANCA Praca dla kucharza sekcja zimna - Wymagane doświadcznie,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 4 700 zł do 5 000 zł /mies. brutto,https://www.olx.pl/oferta/bianca-praca-dla-kucharza-sekcja-zimna-wymagane-doswiadcznie-CID4-IDCRO1Y.html#aec01974cd
Kucharz 23 zł/h na rękę,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,25 zł /godz. brutto,https://www.olx.pl/oferta/kucharz-23-zl-h-na-reke-CID4-IDAbjEs.html#aec01974cd
Pizzer,Kraków", Bieżanów-Prokocim,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pizzer-CID4-IDCSXzH.html#aec01974cd
Restauracja TESONE zatrudni kucharza i pomoc kuchenną,Kraków", Podgórze,Pełny etat,Umowa o pracę,od 4 000 zł do 5 000 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-tesone-zatrudni-kucharza-i-pomoc-kuchenna-CID4-IDCX4Pq.html#aec01974cd
Kraków Rynek pomoc kuchenna,Kraków", Stare Miasto,Niepełny etat,Umowa o pracę,,https://www.olx.pl/oferta/krakow-rynek-pomoc-kuchenna-CID4-IDCX349.html#aec01974cd
Shisha Club by Bollywood zatrudni kelnerow barmanów,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/shisha-club-by-bollywood-zatrudni-kelnerow-barmanow-CID4-IDBSwzD.html#aec01974cd
PRACA NA KASIE / PRZYJMOWANIE ZAMÓWIEŃ-dziewczyna-lokal gastronomiczny,Kraków", Prądnik Czerwony,Pełny etat,Umowa o pracę,od 2 800 zł do 3 500 zł /mies. brutto,https://www.olx.pl/oferta/praca-na-kasie-przyjmowanie-zamowien-dziewczyna-lokal-gastronomiczny-CID4-IDCVZcE.html#aec01974cd
Praca od zaraz na stanowisku pakowanie posiłków cateringowych,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 12 zł do 14 zł /mies. brutto,https://www.olx.pl/oferta/praca-od-zaraz-na-stanowisku-pakowanie-posilkow-cateringowych-CID4-IDBdhaS.html#aec01974cd
Pomoc kuchni wykwalifikowana,Kraków", Krowodrza,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/pomoc-kuchni-wykwalifikowana-CID4-IDCxp4j.html#aec01974cd
Na zmywak zatrudnimy (Nowy szef kuchni ),Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/na-zmywak-zatrudnimy-nowy-szef-kuchni-CID4-IDm6rCO.html#aec01974cd
Barman z doświadczeniem - restauracja w centrum Krakowa,Kraków", Bieńczyce,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/barman-z-doswiadczeniem-restauracja-w-centrum-krakowa-CID4-IDCVmhD.html#aec01974cd
Kraków Rynek - kucharz,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,26 zł /godz. brutto,https://www.olx.pl/oferta/krakow-rynek-kucharz-CID4-IDCV8OU.html#aec01974cd
,Kraków", Stare Miasto,Niepełny etat,Umowa o pracę,,
,Kraków", Podgórze,Pełny etat,Umowa o pracę,od 16 zł do 18 zł /godz. brutto,
,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,,
Restauracja Sphinx zatrudni pomoc kucharzy", pracowników kuchni,Kraków", Łagiewniki-Borek Fałęcki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-sphinx-zatrudni-pomoc-kucharzy-pracownikow-kuchni-CID4-IDuvOeh.html#894c58ffe1;promoted
,Kraków", Krowodrza,Pełny etat,Umowa o pracę,,
Kucharz,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 3 800 zł do 4 500 zł /mies. brutto,https://www.olx.pl/oferta/kucharz-CID4-IDBfjqY.html#894c58ffe1
Cukiernik / cukierniczka,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/cukiernik-cukierniczka-CID4-IDCR9gV.html#894c58ffe1
Przyjmę kelnerke/kelnera,Kraków", Nowa Huta,Pełny etat,Umowa o pracę,14 zł /mies. brutto,https://www.olx.pl/oferta/przyjme-kelnerke-kelnera-CID4-IDCWq5u.html#894c58ffe1
Restauracja włoska zatrudni szefa kuchni,Kraków", Krowodrza,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-wloska-zatrudni-szefa-kuchni-CID4-IDCWg8j.html#894c58ffe1
Amerykańska restauracja zatrudni kelnerkę /a.,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,od 4 000 zł do 6 000 zł /mies. brutto,https://www.olx.pl/oferta/amerykanska-restauracja-zatrudni-kelnerke-a-CID4-IDCWbvO.html#894c58ffe1
3200 zł + premia", kiosk gastronomiczny", AGH.,Kraków", Krowodrza,Pełny etat,Umowa o pracę,od 3 150 zł do 3 200 zł /mies. brutto,https://www.olx.pl/oferta/3200-zl-premia-kiosk-gastronomiczny-agh-CID4-IDCW66b.html#894c58ffe1
Praca na zmywaku w restauracji w centrum Krakowa,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/praca-na-zmywaku-w-restauracji-w-centrum-krakowa-CID4-IDBpAOH.html#894c58ffe1
Zazie Bistro na krakowskim Kazimierzu zatrudni młodszego kucharza,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/zazie-bistro-na-krakowskim-kazimierzu-zatrudni-mlodszego-kucharza-CID4-IDyJlit.html#894c58ffe1
Pizzer osiedle Avia,Kraków", Czyżyny,Pełny etat,Umowa o pracę,od 16 zł do 20 zł /godz. brutto,https://www.olx.pl/oferta/pizzer-osiedle-avia-CID4-IDAivsj.html#894c58ffe1
Restauracja TESONE zatrudni kelnerki i pomoc barmańską,Kraków", Podgórze,Pełny etat,Umowa o pracę,od 3 000 zł do 5 000 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-tesone-zatrudni-kelnerki-i-pomoc-barmanska-CID4-IDCUyea.html#894c58ffe1
Kucharz - Kraków,Kraków", Czyżyny,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-krakow-CID4-IDAi797.html#894c58ffe1
Szef kuchni / Szef zmiany,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 20 zł do 28 zł /godz. brutto,https://www.olx.pl/oferta/szef-kuchni-szef-zmiany-CID4-IDCUncm.html#894c58ffe1
Na Zmywak zatrudnimy.,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 2 500 zł do 3 000 zł /mies. brutto,https://www.olx.pl/oferta/na-zmywak-zatrudnimy-CID4-IDBKzNw.html#894c58ffe1
Zmywak / sprzątanie,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 16 zł do 17 zł /godz. brutto,https://www.olx.pl/oferta/zmywak-sprzatanie-CID4-IDmpaBE.html#894c58ffe1
Zatrudnimy kucharza,Kraków", Grzegórzki,Pełny etat,Umowa o pracę,od 4 000 zł do 4 400 zł /mies. brutto,https://www.olx.pl/oferta/zatrudnimy-kucharza-CID4-IDCTXwk.html#894c58ffe1
Kawiarnia w Rynku Głównym zatrudni osobę do pracy na barze,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kawiarnia-w-rynku-glownym-zatrudni-osobe-do-pracy-na-barze-CID4-IDjQkeZ.html#894c58ffe1
Zatrudnię kucharza /kucharkę,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 4 450 zł do 4 840 zł /mies. brutto,https://www.olx.pl/oferta/zatrudnie-kucharza-kucharke-CID4-IDBhOvO.html#894c58ffe1
Szklankowa zbieranie i zmywanie naczyń,Kraków", Krowodrza,Pełny etat,Umowa o pracę,od 12 zł do 13 zł /godz. brutto,https://www.olx.pl/oferta/szklankowa-zbieranie-i-zmywanie-naczyn-CID4-IDBHWrD.html#894c58ffe1
Restauracja Avangarda zatrudni kucharza i pomoc kuchenną,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 3 000 zł do 7 000 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-avangarda-zatrudni-kucharza-i-pomoc-kuchenna-CID4-IDClR3x.html#894c58ffe1
Restauracja zatrudni barmana/barmankę,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,od 2 500 zł do 4 000 zł /mies. brutto,https://www.olx.pl/oferta/restauracja-zatrudni-barmana-barmanke-CID4-IDCRMbO.html#894c58ffe1
Osoba do zmywania naczyń,Kraków", Stare Miasto,Pełny etat,Umowa o pracę,2 500 zł /mies. brutto,https://www.olx.pl/oferta/osoba-do-zmywania-naczyn-CID4-IDCTFph.html#894c58ffe1
Kucharz,Kraków", Dębniki,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/kucharz-CID4-IDCTCt1.html#894c58ffe1
Restauracja samoobsługowa zatrudni Kucharza,Kraków", Czyżyny,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-samoobslugowa-zatrudni-kucharza-CID4-IDCTCrM.html#894c58ffe1
Restauracja samoobsługowa zatrudni na stanowisko kasjer/sprzedawca,Kraków", Czyżyny,Pełny etat,Umowa o pracę,,https://www.olx.pl/oferta/restauracja-samoobslugowa-zatrudni-na-stanowisko-kasjer-sprzedawca-CID4-IDCTCmn.html#894c58ffe1
